Epoch,Loss,Accuracy
1,1.8191195726394653,0.4541015625
2,1.389769196510315,0.5869140625
3,1.198771595954895,0.6201171875
4,1.1001883745193481,0.67578125
5,1.0405805110931396,0.689453125
6,0.9635986089706421,0.70703125
7,0.9282324910163879,0.7138671875
8,0.8839715719223022,0.7236328125
9,0.8289939761161804,0.7333984375
10,0.787973165512085,0.7568359375
11,0.7310388684272766,0.765625
12,0.6853943467140198,0.7890625
13,0.64584881067276,0.791015625
14,0.6206010580062866,0.7998046875
15,0.5827920436859131,0.806640625
16,0.5526399612426758,0.822265625
17,0.5164109468460083,0.8330078125
18,0.5029664635658264,0.8388671875
19,0.44543561339378357,0.8603515625
20,0.43748077750205994,0.86328125
21,0.4085218906402588,0.8779296875
22,0.3918280303478241,0.880859375
23,0.369412362575531,0.8818359375
24,0.378929078578949,0.8896484375
25,0.3448094427585602,0.8916015625
26,0.3399025499820709,0.8955078125
27,0.3248903155326843,0.91015625
28,0.3105018436908722,0.9013671875
29,0.2991597652435303,0.9091796875
30,0.2943117618560791,0.9052734375
31,0.2707885801792145,0.9130859375
32,0.26151445508003235,0.908203125
33,0.23881565034389496,0.9130859375
34,0.2758691608905792,0.904296875
35,0.21286530792713165,0.93359375
36,0.22687184810638428,0.923828125
37,0.2152521014213562,0.9296875
38,0.19776220619678497,0.93359375
39,0.188706636428833,0.9453125
40,0.187001571059227,0.9375
41,0.2198561728000641,0.927734375
42,0.17431452870368958,0.9384765625
43,0.17599238455295563,0.931640625
44,0.17644305527210236,0.9423828125
45,0.19408570230007172,0.935546875
46,0.16482417285442352,0.951171875
47,0.15189698338508606,0.94140625
48,0.17690366506576538,0.9345703125
49,0.14282719790935516,0.94921875
50,0.16400186717510223,0.939453125
51,0.14860135316848755,0.9521484375
52,0.1264219880104065,0.955078125
53,0.14899271726608276,0.9482421875
54,0.14105333387851715,0.9541015625
55,0.15584918856620789,0.9453125
56,0.151173934340477,0.9443359375
57,0.10358194261789322,0.9677734375
58,0.11472092568874359,0.95703125
59,0.1293756514787674,0.95703125
60,0.1334051489830017,0.9541015625
61,0.15170979499816895,0.947265625
62,0.12515810132026672,0.9599609375
63,0.1592533439397812,0.9482421875
