Epoch,Loss,Accuracy
1,1.9289960861206055,0.4287109375
2,1.6066887378692627,0.529296875
3,1.462339997291565,0.5732421875
4,1.352525234222412,0.6083984375
5,1.2798616886138916,0.623046875
6,1.2198528051376343,0.6279296875
7,1.1622424125671387,0.6484375
8,1.1488683223724365,0.638671875
9,1.1086610555648804,0.6611328125
10,1.0659286975860596,0.6669921875
11,1.0565440654754639,0.669921875
12,1.0205070972442627,0.6875
13,1.0277807712554932,0.6796875
14,0.9929903149604797,0.7099609375
15,0.9484813809394836,0.708984375
16,0.9501027464866638,0.693359375
17,0.9538384675979614,0.7041015625
18,0.942700982093811,0.705078125
19,0.9122070670127869,0.712890625
20,0.9380664229393005,0.7109375
21,0.8977863788604736,0.7236328125
22,0.8767014741897583,0.7275390625
23,0.8878041505813599,0.7158203125
24,0.8665460348129272,0.734375
25,0.8545275330543518,0.7255859375
26,0.8681581616401672,0.732421875
27,0.8743951320648193,0.7353515625
28,0.8455853462219238,0.736328125
29,0.8546334505081177,0.7099609375
30,0.8216153383255005,0.73828125
31,0.7958839535713196,0.740234375
32,0.8158016800880432,0.75390625
33,0.8161264657974243,0.7353515625
34,0.7981702089309692,0.74609375
35,0.8248305320739746,0.7333984375
36,0.7892475724220276,0.7412109375
37,0.7811722755432129,0.75
38,0.7787380218505859,0.7509765625
39,0.7973036766052246,0.74609375
40,0.7892021536827087,0.7373046875
41,0.7890812754631042,0.7490234375
42,0.8000259399414062,0.75390625
43,0.7587982416152954,0.748046875
44,0.7710055112838745,0.7578125
45,0.7733435034751892,0.748046875
46,0.7616472840309143,0.755859375
47,0.7644220590591431,0.7578125
48,0.7462872266769409,0.7607421875
49,0.7216372489929199,0.7626953125
50,0.7603024244308472,0.771484375
51,0.742184042930603,0.7666015625
52,0.7432568073272705,0.7626953125
53,0.7633476257324219,0.75
54,0.73713219165802,0.7587890625
55,0.7356378436088562,0.767578125
